period,respondent,respondent-name,type,type-name,value,value-units
2023-01-04T13,CISO,California Independent System Operator,D,Demand,21837,megawatthours
2023-01-04T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20670,megawatthours
2023-01-04T13,CISO,California Independent System Operator,NG,Net generation,15523,megawatthours
2023-01-04T13,CISO,California Independent System Operator,TI,Total interchange,-5739,megawatthours
2023-01-04T14,CISO,California Independent System Operator,D,Demand,22127,megawatthours
2023-01-04T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21916,megawatthours
2023-01-04T14,CISO,California Independent System Operator,NG,Net generation,16599,megawatthours
2023-01-04T14,CISO,California Independent System Operator,TI,Total interchange,-5227,megawatthours
2023-01-04T15,CISO,California Independent System Operator,D,Demand,22685,megawatthours
2023-01-04T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24162,megawatthours
2023-01-04T15,CISO,California Independent System Operator,NG,Net generation,17796,megawatthours
2023-01-04T15,CISO,California Independent System Operator,TI,Total interchange,-5683,megawatthours
2023-01-04T16,CISO,California Independent System Operator,D,Demand,24344,megawatthours
2023-01-04T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25774,megawatthours
2023-01-04T16,CISO,California Independent System Operator,NG,Net generation,18535,megawatthours
2023-01-04T16,CISO,California Independent System Operator,TI,Total interchange,-6151,megawatthours
2023-01-04T17,CISO,California Independent System Operator,D,Demand,25546,megawatthours
2023-01-04T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26170,megawatthours
2023-01-04T17,CISO,California Independent System Operator,NG,Net generation,19826,megawatthours
2023-01-04T17,CISO,California Independent System Operator,TI,Total interchange,-5874,megawatthours
2023-01-04T18,CISO,California Independent System Operator,D,Demand,26359,megawatthours
2023-01-04T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26302,megawatthours
2023-01-04T18,CISO,California Independent System Operator,NG,Net generation,20124,megawatthours
2023-01-04T18,CISO,California Independent System Operator,TI,Total interchange,-5608,megawatthours
2023-01-04T19,CISO,California Independent System Operator,D,Demand,26236,megawatthours
2023-01-04T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26117,megawatthours
2023-01-04T19,CISO,California Independent System Operator,NG,Net generation,20923,megawatthours
2023-01-04T19,CISO,California Independent System Operator,TI,Total interchange,-5186,megawatthours
2023-01-04T20,CISO,California Independent System Operator,D,Demand,26413,megawatthours
2023-01-04T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25824,megawatthours
2023-01-04T20,CISO,California Independent System Operator,NG,Net generation,20732,megawatthours
2023-01-04T20,CISO,California Independent System Operator,TI,Total interchange,-5225,megawatthours
2023-01-04T21,CISO,California Independent System Operator,D,Demand,26235,megawatthours
2023-01-04T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25712,megawatthours
2023-01-04T21,CISO,California Independent System Operator,NG,Net generation,20440,megawatthours
2023-01-04T21,CISO,California Independent System Operator,TI,Total interchange,-5253,megawatthours
2023-01-04T22,CISO,California Independent System Operator,D,Demand,26001,megawatthours
2023-01-04T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25692,megawatthours
2023-01-04T22,CISO,California Independent System Operator,NG,Net generation,20507,megawatthours
2023-01-04T22,CISO,California Independent System Operator,TI,Total interchange,-5065,megawatthours
2023-01-04T23,CISO,California Independent System Operator,D,Demand,25879,megawatthours
2023-01-04T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25624,megawatthours
2023-01-04T23,CISO,California Independent System Operator,NG,Net generation,19653,megawatthours
2023-01-04T23,CISO,California Independent System Operator,TI,Total interchange,-5470,megawatthours
2023-01-05T00,CISO,California Independent System Operator,D,Demand,25564,megawatthours
2023-01-05T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25771,megawatthours
2023-01-05T00,CISO,California Independent System Operator,NG,Net generation,19754,megawatthours
2023-01-05T00,CISO,California Independent System Operator,TI,Total interchange,-5444,megawatthours
2023-01-05T01,CISO,California Independent System Operator,D,Demand,25674,megawatthours
2023-01-05T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26806,megawatthours
2023-01-05T01,CISO,California Independent System Operator,NG,Net generation,19659,megawatthours
2023-01-05T01,CISO,California Independent System Operator,TI,Total interchange,-6254,megawatthours
2023-01-05T02,CISO,California Independent System Operator,D,Demand,26690,megawatthours
2023-01-05T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28326,megawatthours
2023-01-05T02,CISO,California Independent System Operator,NG,Net generation,20626,megawatthours
2023-01-05T02,CISO,California Independent System Operator,TI,Total interchange,-6646,megawatthours
2023-01-05T03,CISO,California Independent System Operator,D,Demand,28147,megawatthours
2023-01-05T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28354,megawatthours
2023-01-05T03,CISO,California Independent System Operator,NG,Net generation,20096,megawatthours
2023-01-05T03,CISO,California Independent System Operator,TI,Total interchange,-6974,megawatthours
2023-01-05T04,CISO,California Independent System Operator,D,Demand,28017,megawatthours
2023-01-05T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27559,megawatthours
2023-01-05T04,CISO,California Independent System Operator,NG,Net generation,19863,megawatthours
2023-01-05T04,CISO,California Independent System Operator,TI,Total interchange,-6423,megawatthours
2023-01-05T05,CISO,California Independent System Operator,D,Demand,27209,megawatthours
2023-01-05T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26601,megawatthours
2023-01-05T05,CISO,California Independent System Operator,NG,Net generation,18752,megawatthours
2023-01-05T05,CISO,California Independent System Operator,TI,Total interchange,-6823,megawatthours
2023-01-05T06,CISO,California Independent System Operator,D,Demand,26516,megawatthours
2023-01-05T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25661,megawatthours
2023-01-05T06,CISO,California Independent System Operator,NG,Net generation,17923,megawatthours
2023-01-05T06,CISO,California Independent System Operator,TI,Total interchange,-6665,megawatthours
2023-01-05T07,CISO,California Independent System Operator,D,Demand,25527,megawatthours
2023-01-05T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24100,megawatthours
2023-01-05T07,CISO,California Independent System Operator,NG,Net generation,17126,megawatthours
2023-01-05T07,CISO,California Independent System Operator,TI,Total interchange,-6032,megawatthours
2023-01-05T08,CISO,California Independent System Operator,D,Demand,24112,megawatthours
2023-01-05T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22553,megawatthours
2023-01-05T08,CISO,California Independent System Operator,NG,Net generation,16002,megawatthours
2023-01-05T08,CISO,California Independent System Operator,TI,Total interchange,-6510,megawatthours
2023-01-05T09,CISO,California Independent System Operator,D,Demand,23450,megawatthours
2023-01-05T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21925,megawatthours
2023-01-05T09,CISO,California Independent System Operator,NG,Net generation,16299,megawatthours
2023-01-05T09,CISO,California Independent System Operator,TI,Total interchange,-5408,megawatthours
2023-01-05T10,CISO,California Independent System Operator,D,Demand,22655,megawatthours
2023-01-05T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21147,megawatthours
2023-01-05T10,CISO,California Independent System Operator,NG,Net generation,15439,megawatthours
2023-01-05T10,CISO,California Independent System Operator,TI,Total interchange,-5813,megawatthours
2023-01-05T11,CISO,California Independent System Operator,D,Demand,22219,megawatthours
2023-01-05T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20671,megawatthours
2023-01-05T11,CISO,California Independent System Operator,NG,Net generation,14741,megawatthours
2023-01-05T11,CISO,California Independent System Operator,TI,Total interchange,-5897,megawatthours
2023-01-05T12,CISO,California Independent System Operator,D,Demand,21701,megawatthours
2023-01-05T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20533,megawatthours
2023-01-05T12,CISO,California Independent System Operator,NG,Net generation,14521,megawatthours
2023-01-05T12,CISO,California Independent System Operator,TI,Total interchange,-5552,megawatthours
2023-01-05T13,CISO,California Independent System Operator,D,Demand,21073,megawatthours
2023-01-05T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20987,megawatthours
2023-01-05T13,CISO,California Independent System Operator,NG,Net generation,15102,megawatthours
2023-01-05T13,CISO,California Independent System Operator,TI,Total interchange,-5032,megawatthours
2023-01-05T14,CISO,California Independent System Operator,D,Demand,20951,megawatthours
2023-01-05T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22317,megawatthours
2023-01-05T14,CISO,California Independent System Operator,NG,Net generation,16038,megawatthours
2023-01-05T14,CISO,California Independent System Operator,TI,Total interchange,-5000,megawatthours
2023-01-05T15,CISO,California Independent System Operator,D,Demand,21804,megawatthours
2023-01-05T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24569,megawatthours
2023-01-05T15,CISO,California Independent System Operator,NG,Net generation,18275,megawatthours
2023-01-05T15,CISO,California Independent System Operator,TI,Total interchange,-4626,megawatthours
2023-01-05T16,CISO,California Independent System Operator,D,Demand,23725,megawatthours
2023-01-05T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26125,megawatthours
2023-01-05T16,CISO,California Independent System Operator,NG,Net generation,18802,megawatthours
2023-01-05T16,CISO,California Independent System Operator,TI,Total interchange,-5627,megawatthours
2023-01-05T17,CISO,California Independent System Operator,D,Demand,25103,megawatthours
2023-01-05T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26698,megawatthours
2023-01-05T17,CISO,California Independent System Operator,NG,Net generation,19551,megawatthours
2023-01-05T17,CISO,California Independent System Operator,TI,Total interchange,-5845,megawatthours
2023-01-05T18,CISO,California Independent System Operator,D,Demand,25942,megawatthours
2023-01-05T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26808,megawatthours
2023-01-05T18,CISO,California Independent System Operator,NG,Net generation,20707,megawatthours
2023-01-05T18,CISO,California Independent System Operator,TI,Total interchange,-5394,megawatthours
2023-01-05T19,CISO,California Independent System Operator,D,Demand,26402,megawatthours
2023-01-05T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26752,megawatthours
2023-01-05T19,CISO,California Independent System Operator,NG,Net generation,22078,megawatthours
